Borough,Rental,Homeownership,Others,Total,Completion,Completion
Brooklyn,0,3,0,3,Yes,1 
Bronx,14,0,0,14,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,14,0,0,14,No,0 
Manhattan,14,0,0,14,No,0 
Manhattan,14,0,0,14,No,0 
Manhattan,14,0,0,14,No,0 
Manhattan,14,0,0,14,No,0 
Manhattan,0,14,0,14,No,0 
Manhattan,14,0,0,14,No,0 
Brooklyn,8,0,0,8,Yes,1 
Bronx,15,0,0,15,No,0 
Bronx,15,0,0,15,No,0 
Bronx,15,0,0,15,No,0 
Bronx,15,0,0,15,No,0 
Brooklyn,10,0,0,10,Yes,1 
Brooklyn,15,0,0,15,No,0 
Brooklyn,15,0,0,15,No,0 
Brooklyn,15,0,0,15,No,0 
Brooklyn,5,10,0,15,No,0 
Manhattan,15,0,0,15,No,0 
Manhattan,15,0,0,15,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Manhattan,58,0,231,289,Yes,1 
Manhattan,2,13,0,15,No,0 
Brooklyn,0,2,0,2,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,9,0,0,9,Yes,1 
Brooklyn,11,0,0,11,Yes,1 
Brooklyn,11,0,0,11,Yes,1 
Brooklyn,17,0,0,17,Yes,1 
Bronx,16,0,0,16,No,0 
Bronx,16,0,0,16,No,0 
Bronx,16,0,0,16,No,0 
Bronx,0,16,0,16,No,0 
Bronx,0,16,0,16,No,0 
Brooklyn,9,0,0,9,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Bronx,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,2,0,0,2,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,24,0,0,24,Yes,1 
Bronx,66,0,0,66,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,70,0,0,70,Yes,1 
Brooklyn,16,0,0,16,No,0 
Bronx,35,0,0,35,Yes,1 
Bronx,101,0,0,101,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,35,0,0,35,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,39,0,0,39,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,1,15,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,16,0,0,16,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,20,0,0,20,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,14,0,0,14,Yes,1 
Brooklyn,19,0,0,19,Yes,1 
Manhattan,16,0,0,16,No,0 
Brooklyn,58,0,0,58,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,0,16,0,16,No,0 
Manhattan,16,0,0,16,No,0 
Manhattan,16,0,0,16,No,0 
Brooklyn,3,0,0,3,Yes,1 
Bronx,17,0,0,17,No,0 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,17,0,0,17,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,17,0,0,17,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,17,0,0,17,No,0 
Brooklyn,17,0,0,17,No,0 
Brooklyn,17,0,0,17,No,0 
Manhattan,17,0,0,17,No,0 
Manhattan,17,0,0,17,No,0 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,17,0,0,17,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,18,0,0,18,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,18,0,0,18,No,0 
Brooklyn,18,0,0,18,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Manhattan,18,0,0,18,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Manhattan,18,0,0,18,No,0 
Brooklyn,16,0,0,16,Yes,1 
Manhattan,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Manhattan,18,0,0,18,No,0 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,19,0,0,19,No,0 
Brooklyn,19,0,0,19,No,0 
Brooklyn,25,0,0,25,Yes,1 
Manhattan,19,0,0,19,No,0 
Manhattan,19,0,0,19,No,0 
Bronx,0,29,0,29,Yes,1 
Brooklyn,32,0,0,32,Yes,1 
Brooklyn,45,0,0,45,Yes,1 
Bronx,1,0,3,4,Yes,1 
Bronx,1,0,3,4,Yes,1 
Bronx,20,0,0,20,No,0 
Bronx,20,0,0,20,No,0 
Bronx,20,0,0,20,No,0 
Queens,69,0,0,69,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,20,0,0,20,No,0 
Brooklyn,0,1,0,1,Yes,1 
Bronx,20,0,0,20,No,0 
Bronx,0,20,0,20,No,0 
Brooklyn,2,0,6,8,Yes,1 
Brooklyn,10,0,0,10,Yes,1 
Bronx,20,0,0,20,Yes,1 
Brooklyn,20,0,0,20,No,0 
Brooklyn,20,0,0,20,No,0 
Brooklyn,90,0,0,90,Yes,1 
Manhattan,0,161,0,161,Yes,1 
Brooklyn,9,0,0,9,Yes,1 
Brooklyn,20,0,0,20,No,0 
Manhattan,20,0,0,20,No,0 
Manhattan,20,0,0,20,No,0 
Bronx,28,0,0,28,Yes,1 
Bronx,28,0,0,28,Yes,1 
Manhattan,20,0,0,20,No,0 
Bronx,28,0,0,28,Yes,1 
Bronx,43,0,0,43,Yes,1 
Manhattan,57,0,0,57,Yes,1 
Bronx,71,0,0,71,Yes,1 
Manhattan,20,0,0,20,No,0 
Bronx,21,0,0,21,No,0 
Bronx,21,0,0,21,No,0 
Bronx,157,0,0,157,Yes,1 
Brooklyn,77,0,301,378,Yes,1 
Bronx,21,0,0,21,No,0 
Bronx,21,0,0,21,No,0 
Bronx,21,0,0,21,No,0 
Bronx,0,21,0,21,No,0 
Bronx,21,0,0,21,No,0 
Bronx,0,21,0,21,No,0 
Manhattan,16,0,0,16,Yes,1 
Brooklyn,21,0,0,21,No,0 
Manhattan,25,0,0,25,Yes,1 
Manhattan,29,0,0,29,Yes,1 
Manhattan,30,0,0,30,Yes,1 
Manhattan,30,0,0,30,Yes,1 
Manhattan,21,0,0,21,No,0 
Manhattan,35,0,0,35,Yes,1 
Bronx,22,0,0,22,No,0 
Queens,54,0,0,54,Yes,1 
Brooklyn,83,0,0,83,Yes,1 
Bronx,22,0,0,22,No,0 
Brooklyn,86,0,0,86,Yes,1 
Brooklyn,155,0,0,155,Yes,1 
Brooklyn,22,0,0,22,No,0 
Brooklyn,202,0,0,202,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Manhattan,22,0,0,22,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,23,0,0,23,No,0 
Brooklyn,22,0,1,23,No,0 
Brooklyn,23,0,0,23,No,0 
Manhattan,23,0,0,23,No,0 
Manhattan,23,0,0,23,No,0 
Manhattan,23,0,0,23,No,0 
Bronx,24,0,0,24,No,0 
Bronx,0,2,0,2,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Manhattan,24,0,0,24,No,0 
Brooklyn,5,0,0,5,Yes,1 
Bronx,25,0,0,25,No,0 
Bronx,25,0,0,25,No,0 
Bronx,25,0,0,25,No,0 
Bronx,25,0,0,25,No,0 
Bronx,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,25,0,0,25,No,0 
Bronx,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Manhattan,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,25,0,0,25,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,26,0,0,26,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,26,0,0,26,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,26,0,0,26,No,0 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,26,0,0,26,No,0 
Manhattan,26,0,0,26,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,27,0,0,27,No,0 
Bronx,27,0,0,27,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,27,0,0,27,No,0 
Manhattan,27,0,0,27,No,0 
Manhattan,27,0,0,27,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,28,0,0,28,No,0 
Bronx,28,0,0,28,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,29,0,0,29,No,0 
Brooklyn,29,0,0,29,No,0 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,29,0,0,29,No,0 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,4,0,25,29,No,0 
Bronx,30,0,0,30,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,30,0,0,30,No,0 
Bronx,30,0,0,30,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,30,0,0,30,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,30,0,0,30,No,0 
Manhattan,30,0,0,30,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,31,0,0,31,No,0 
Brooklyn,12,0,0,12,Yes,1 
Manhattan,31,0,0,31,No,0 
Bronx,32,0,0,32,No,0 
Bronx,0,32,0,32,No,0 
Brooklyn,32,0,0,32,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,32,0,0,32,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Queens,32,0,0,32,No,0 
Bronx,33,0,0,33,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Manhattan,33,0,0,33,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,34,0,0,34,No,0 
Manhattan,34,0,0,34,No,0 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,34,0,1,35,No,0 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,35,0,0,35,No,0 
Brooklyn,35,0,0,35,No,0 
Brooklyn,16,0,0,16,Yes,1 
Manhattan,35,0,0,35,No,0 
Manhattan,35,0,0,35,No,0 
Brooklyn,18,0,0,18,Yes,1 
Brooklyn,20,0,0,20,Yes,1 
Bronx,60,0,0,60,Yes,1 
Bronx,86,0,0,86,Yes,1 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,2,0,0,2,Yes,1 
Manhattan,5,0,0,5,Yes,1 
Brooklyn,36,0,0,36,No,0 
Manhattan,5,0,0,5,Yes,1 
Manhattan,5,0,0,5,Yes,1 
Manhattan,7,0,0,7,Yes,1 
Manhattan,36,0,0,36,No,0 
Manhattan,9,0,0,9,Yes,1 
Manhattan,9,0,0,9,Yes,1 
Manhattan,9,0,0,9,Yes,1 
Bronx,37,0,0,37,No,0 
Manhattan,9,0,0,9,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,38,0,0,38,No,0 
Bronx,39,0,0,39,No,0 
Manhattan,11,0,0,11,Yes,1 
Manhattan,12,0,0,12,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,19,0,0,19,Yes,1 
Bronx,39,0,0,39,No,0 
Manhattan,22,0,0,22,Yes,1 
Bronx,39,0,0,39,No,0 
Bronx,39,0,0,39,No,0 
Manhattan,25,0,0,25,Yes,1 
Manhattan,26,0,0,26,Yes,1 
Brooklyn,69,0,0,69,Yes,1 
Brooklyn,71,0,0,71,Yes,1 
Brooklyn,0,305,0,305,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,17,0,0,17,Yes,1 
Manhattan,22,0,0,22,Yes,1 
Manhattan,29,0,93,122,Yes,1 
Manhattan,62,0,218,280,Yes,1 
Bronx,42,0,0,42,No,0 
Manhattan,18,0,0,18,Yes,1 
Bronx,42,0,0,42,No,0 
Manhattan,18,0,0,18,Yes,1 
Manhattan,22,0,0,22,Yes,1 
Bronx,0,8,0,8,Yes,1 
Brooklyn,31,0,0,31,Yes,1 
Manhattan,120,0,478,598,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Bronx,46,0,0,46,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Bronx,43,0,0,43,No,0 
Brooklyn,8,0,0,8,Yes,1 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,9,0,0,9,Yes,1 
Bronx,0,10,0,10,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,101,0,0,101,Yes,1 
Bronx,0,3,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,45,0,0,45,No,0 
Bronx,45,0,0,45,No,0 
Bronx,45,0,0,45,No,0 
Manhattan,0,1,0,1,Yes,1 
Bronx,128,0,0,128,Yes,1 
Bronx,45,0,0,45,No,0 
Bronx,49,0,0,49,Yes,1 
Manhattan,45,0,0,45,No,0 
Bronx,46,0,0,46,No,0 
Brooklyn,141,0,0,141,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Bronx,46,0,0,46,No,0 
Bronx,47,0,0,47,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,7,0,27,34,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,20,0,0,20,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Bronx,48,0,0,48,No,0 
Manhattan,0,15,0,15,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,49,0,1,50,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,49,0,0,49,No,0 
Manhattan,20,0,0,20,Yes,1 
Manhattan,21,0,0,21,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,50,0,0,50,No,0 
Bronx,50,0,0,50,No,0 
Manhattan,50,0,0,50,No,0 
Manhattan,50,0,0,50,No,0 
Bronx,51,0,0,51,No,0 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,51,0,0,51,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,41,0,160,201,Yes,1 
Manhattan,75,0,297,372,Yes,1 
Bronx,52,0,0,52,No,0 
Bronx,52,0,0,52,No,0 
Brooklyn,0,1,0,1,Yes,1 
Bronx,11,0,0,11,Yes,1 
Queens,101,0,0,101,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,20,0,0,20,Yes,1 
Bronx,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,20,0,0,20,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,53,0,0,53,No,0 
Queens,0,2,0,2,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,3,0,3,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Queens,0,2,0,2,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,2,0,2,Yes,1 
Brooklyn,0,4,0,4,Yes,1 
Bronx,54,0,0,54,No,0 
Bronx,54,0,0,54,No,0 
Manhattan,143,0,566,709,Yes,1 
Bronx,25,0,0,25,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,3,0,12,15,Yes,1 
Bronx,55,0,0,55,No,0 
Queens,0,2,0,2,Yes,1 
Bronx,55,0,0,55,No,0 
Manhattan,89,0,0,89,Yes,1 
Bronx,55,0,0,55,No,0 
Bronx,55,0,0,55,No,0 
Bronx,56,0,0,56,No,0 
Bronx,56,0,0,56,No,0 
Manhattan,13,43,0,56,No,0 
Manhattan,56,0,0,56,No,0 
Manhattan,56,0,0,56,No,0 
Manhattan,151,0,0,151,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,50,0,0,50,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Bronx,28,0,0,28,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,59,0,0,59,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Bronx,60,0,0,60,No,0 
Bronx,60,0,0,60,No,0 
Manhattan,60,0,0,60,No,0 
Manhattan,60,0,0,60,No,0 
Manhattan,0,60,0,60,No,0 
Queens,60,0,0,60,No,0 
Queens,60,0,0,60,No,0 
Queens,60,0,0,60,No,0 
Queens,60,0,0,60,No,0 
Queens,60,0,0,60,No,0 
Queens,60,0,0,60,No,0 
Brooklyn,76,0,0,76,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Queens,6,0,19,25,Yes,1 
Bronx,61,0,0,61,No,0 
Bronx,61,0,0,61,No,0 
Manhattan,7,0,25,32,Yes,1 
Brooklyn,0,62,0,62,No,0 
Brooklyn,10,0,39,49,Yes,1 
Staten Island,57,0,0,57,Yes,1 
Staten Island,59,0,455,514,Yes,1 
Brooklyn,0,63,0,63,No,0 
Brooklyn,0,3,0,3,Yes,1 
Bronx,65,0,0,65,No,0 
Brooklyn,65,0,0,65,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,68,0,0,68,No,0 
Bronx,68,0,0,68,No,0 
Queens,0,1,0,1,Yes,1 
Brooklyn,10,0,40,50,Yes,1 
Bronx,0,3,0,3,Yes,1 
Manhattan,100,0,0,100,Yes,1 
Manhattan,0,21,0,21,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,40,0,0,40,Yes,1 
Bronx,62,0,0,62,Yes,1 
Manhattan,0,2,0,2,Yes,1 
Bronx,71,0,0,71,No,0 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,72,0,0,72,No,0 
Manhattan,0,72,0,72,No,0 
Bronx,73,0,0,73,No,0 
Brooklyn,73,0,0,73,No,0 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,78,0,0,78,No,0 
Bronx,79,0,0,79,No,0 
Bronx,8,0,0,8,Yes,1 
Bronx,8,0,0,8,Yes,1 
Bronx,10,0,0,10,Yes,1 
Bronx,11,0,0,11,Yes,1 
Bronx,14,0,0,14,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,17,0,0,17,Yes,1 
Bronx,21,0,0,21,Yes,1 
Bronx,21,0,0,21,Yes,1 
Bronx,21,0,0,21,Yes,1 
Manhattan,0,84,0,84,No,0 
Bronx,22,0,0,22,Yes,1 
Queens,84,0,0,84,No,0 
Bronx,0,85,0,85,No,0 
Bronx,39,47,0,86,No,0 
Bronx,22,0,0,22,Yes,1 
Bronx,22,0,0,22,Yes,1 
Bronx,26,0,0,26,Yes,1 
Bronx,27,0,0,27,Yes,1 
Bronx,27,0,0,27,Yes,1 
Bronx,33,0,0,33,Yes,1 
Bronx,90,0,0,90,No,0 
Manhattan,90,0,0,90,No,0 
Bronx,38,0,0,38,Yes,1 
Bronx,45,0,0,45,Yes,1 
Bronx,45,0,0,45,Yes,1 
Bronx,47,0,0,47,Yes,1 
Bronx,93,0,0,93,No,0 
Brooklyn,0,93,0,93,No,0 
Bronx,47,0,0,47,Yes,1 
Bronx,47,0,0,47,Yes,1 
Bronx,48,0,0,48,Yes,1 
Bronx,49,0,0,49,Yes,1 
Brooklyn,94,0,0,94,No,0 
Bronx,49,0,0,49,Yes,1 
Bronx,51,0,0,51,Yes,1 
Bronx,96,0,0,96,No,0 
Bronx,97,0,0,97,No,0 
Bronx,97,0,0,97,No,0 
Manhattan,97,0,0,97,No,0 
Bronx,98,0,0,98,No,0 
Bronx,54,0,0,54,Yes,1 
Brooklyn,100,0,0,100,No,0 
Bronx,54,0,0,54,Yes,1 
Bronx,55,0,0,55,Yes,1 
Bronx,59,0,0,59,Yes,1 
Bronx,62,0,0,62,Yes,1 
Bronx,63,0,0,63,Yes,1 
Bronx,70,0,0,70,Yes,1 
Bronx,0,104,0,104,No,0 
Bronx,106,0,0,106,No,0 
Brooklyn,106,0,0,106,No,0 
Bronx,77,0,0,77,Yes,1 
Manhattan,108,0,0,108,No,0 
Bronx,103,0,0,103,Yes,1 
Queens,3,0,0,3,Yes,1 
Manhattan,0,114,0,114,No,0 
Manhattan,115,0,0,115,No,0 
Staten Island,115,0,0,115,No,0 
Brooklyn,0,116,0,116,No,0 
Staten Island,118,0,0,118,No,0 
Manhattan,120,0,0,120,No,0 
Manhattan,0,120,0,120,No,0 
Queens,3,0,0,3,Yes,1 
Bronx,0,126,0,126,No,0 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Brooklyn,128,0,0,128,No,0 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Brooklyn,131,0,0,131,No,0 
Queens,3,0,0,3,Yes,1 
Staten Island,131,0,0,131,No,0 
Brooklyn,134,0,0,134,No,0 
Brooklyn,134,0,0,134,No,0 
Queens,3,0,0,3,Yes,1 
Brooklyn,0,135,0,135,No,0 
Brooklyn,0,135,0,135,No,0 
Brooklyn,0,135,0,135,No,0 
Brooklyn,0,135,0,135,No,0 
Manhattan,0,135,0,135,No,0 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,3,0,0,3,Yes,1 
Queens,7,0,0,7,Yes,1 
Queens,7,0,0,7,Yes,1 
Queens,7,0,0,7,Yes,1 
Bronx,142,0,0,142,No,0 
Bronx,0,143,0,143,No,0 
Manhattan,146,0,0,146,No,0 
Queens,7,0,0,7,Yes,1 
Brooklyn,150,0,0,150,No,0 
Queens,7,0,0,7,Yes,1 
Queens,7,0,0,7,Yes,1 
