Borough,Reporting Construction Type,All Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,Total Units
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,New Construction,2,0,0,0,2,0,8
Brooklyn,Preservation,84,0,0,0,84,0,84
Brooklyn,Preservation,84,0,0,0,84,0,84
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,28,0,0,1,29,0,29
Brooklyn,Preservation,36,0,0,1,37,0,37
Brooklyn,Preservation,41,0,0,1,42,0,42
Brooklyn,Preservation,65,0,0,1,66,0,66
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,385,0,0,0,385,0,385
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,1,0,4,0,4
Brooklyn,Preservation,4,0,1,0,5,0,5
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,1,1,1,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,6,0,2,0,8,0,8
Brooklyn,Preservation,6,0,2,0,8,0,8
Brooklyn,Preservation,7,0,1,0,8,0,8
Brooklyn,Preservation,7,0,1,0,8,0,8
Brooklyn,Preservation,6,0,2,0,8,0,8
Brooklyn,Preservation,8,0,1,0,9,0,9
Brooklyn,Preservation,11,0,0,1,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,2,0,1,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,24,0,0,0,24,0,24
Brooklyn,Preservation,36,0,0,0,36,0,36
Brooklyn,Preservation,27,0,8,1,36,0,36
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,3,0,0,1,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,3,0,1,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,77,0,0,1,78,0,78
Brooklyn,Preservation,110,0,0,1,111,0,111
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,86,0,0,0,86,0,429
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,19,0,0,0,19,0,93
Brooklyn,Preservation,3,0,0,1,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,3,0,1,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,94,0,0,1,95,0,95
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,3,0,0,1,4,0,4
Brooklyn,Preservation,3,0,1,0,4,0,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,4,0,0,0,4,0,4
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,4,1,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,3,1,1,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,New Construction,19,0,0,0,19,0,94
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,New Construction,79,0,0,1,80,0,80
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,80,0,66,1,0,147,147
Brooklyn,Preservation,18,3,0,1,22,0,22
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,48,0,0,0,48,0,48
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,5,0,0,1,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,135,0,0,1,136,0,136
Brooklyn,New Construction,150,0,0,1,151,0,151
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,292,0,0,1,293,0,293
Brooklyn,Preservation,4,0,0,0,0,4,4
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,5,1,0,0,6,0,6
Brooklyn,Preservation,3,3,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,4,2,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,3,1,1,1,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,5,1,0,0,6,0,6
Brooklyn,Preservation,4,0,2,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,102,0,0,1,103,0,103
Brooklyn,Preservation,5,1,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,4,0,2,0,6,0,6
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,5,0,0,1,6,0,6
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,5,0,2,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,17,0,0,0,17,0,17
Brooklyn,Preservation,32,0,0,0,32,0,32
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,32,0,0,0,32,0,32
Brooklyn,Preservation,6,1,0,0,7,0,7
Brooklyn,Preservation,32,0,0,0,32,0,32
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,32,0,0,0,32,0,32
Brooklyn,Preservation,35,0,0,0,35,0,35
Brooklyn,Preservation,6,0,0,1,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,36,0,0,0,36,0,36
Brooklyn,Preservation,40,0,0,0,40,0,40
Brooklyn,Preservation,41,0,0,0,41,0,41
Brooklyn,Preservation,53,0,0,0,53,0,53
Brooklyn,Preservation,93,0,0,2,95,0,95
Brooklyn,Preservation,251,0,0,1,252,0,252
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,100,0,0,1,101,0,101
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,55,0,0,0,55,0,55
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,7,0,0,1,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,2,0,6,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,7,1,0,0,8,0,8
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,92,0,0,1,93,0,93
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,2,0,0,0,2,0,8
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,1,0,0,0,1,0,5
Brooklyn,New Construction,6,0,0,0,6,0,6
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,7,0,1,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,6,0,2,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,10,0,0,0,10,0,44
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,New Construction,78,0,0,1,79,0,79
Brooklyn,Preservation,0,9,0,0,9,0,9
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,70,0,0,1,71,0,71
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,Preservation,63,0,0,0,63,0,63
Brooklyn,New Construction,2,0,0,0,2,0,10
Brooklyn,Preservation,10,0,0,0,10,0,10
Brooklyn,Preservation,10,0,0,0,10,0,10
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,10,0,0,0,10,0,10
Brooklyn,Preservation,10,0,0,0,10,0,10
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,10,0,0,1,11,0,11
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,18,0,0,0,18,0,18
Brooklyn,Preservation,20,0,0,0,20,0,20
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,36,0,0,0,36,0,36
Brooklyn,New Construction,4,0,0,0,4,0,4
Brooklyn,Preservation,11,1,0,0,12,0,12
Brooklyn,New Construction,105,0,193,1,299,0,299
Brooklyn,New Construction,26,0,0,1,27,0,27
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,New Construction,31,0,0,0,31,0,31
Brooklyn,Preservation,32,0,0,1,33,0,33
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,New Construction,0,3,0,0,2,1,3
Brooklyn,New Construction,0,0,3,0,2,1,3
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,181,0,0,1,182,0,182
Brooklyn,New Construction,0,1,2,0,2,1,3
Brooklyn,New Construction,0,3,0,0,2,1,3
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,11,0,1,0,12,0,12
Brooklyn,Preservation,10,0,2,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,New Construction,11,0,0,0,0,11,48
Brooklyn,New Construction,77,0,20,1,98,0,98
Brooklyn,Preservation,13,0,0,0,13,0,13
Brooklyn,Preservation,13,0,0,0,13,0,13
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,9,5,0,0,14,0,14
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,10,0,0,0,10,0,10
Brooklyn,Preservation,9,5,1,0,15,0,15
Brooklyn,Preservation,0,15,0,0,15,0,15
Brooklyn,Preservation,0,15,0,0,15,0,15
Brooklyn,Preservation,13,1,0,1,5,10,15
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,New Construction,0,3,0,0,2,1,3
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,11,0,0,0,11,0,11
Brooklyn,Preservation,17,0,0,0,17,0,17
Brooklyn,Preservation,9,0,0,0,9,0,9
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,24,0,0,0,24,0,24
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,Preservation,68,1,0,1,70,0,70
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,35,0,0,0,35,0,35
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,38,0,0,1,39,0,39
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,15,0,1,0,16,0,16
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,13,0,3,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,1,15,16
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,Preservation,13,0,3,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,20,0,0,0,20,0,20
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,14,0,0,0,14,0,14
Brooklyn,Preservation,19,0,0,0,19,0,19
Brooklyn,Preservation,57,0,0,1,58,0,58
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,16,0,0,1,17,0,17
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,16,1,0,0,17,0,17
Brooklyn,Preservation,17,0,0,0,17,0,17
Brooklyn,Preservation,17,0,0,0,17,0,17
Brooklyn,Preservation,5,1,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
